text,language,class,label,source_id,text_proc,n_chars,n_words,rep_unigram,rep_trigram,is_artifact,detected_lang_raw,detected_lang_conf,detected_lang,is_code_switched,split
"Àwọn ọmọ Nàìjíríà ń ṣiṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́",Yoruba,2,Hate,327,"Àwọn ọmọ Nàìjíríà ń ṣiṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́, àwọn ọmọ àwọ̀n ń ṣe iṣẹ́",441,101,0.0,0.9393939393939394,True,yor_Latn,1.0000100135803225,Yoruba,False,train
O jẹ aṣiwere fun ṣiṣe eyi si ara rẹ ... odeh,Yoruba,1,Neutral,4522,O jẹ aṣiwere fun ṣiṣe eyi si ara rẹ ... odeh,44,11,0.0,0.0,False,yor_Latn,1.0000097751617432,Yoruba,False,train
"Ọmọbìnrin mi tó ti pé oṣù mẹ́ta béèrè bóyá o rántí pé o ti kú, àti pé o ti kú.",Yoruba,1,Neutral,2568,"Ọmọbìnrin mi tó ti pé oṣù mẹ́ta béèrè bóyá o rántí pé o ti kú, àti pé o ti kú.",78,20,0.0,0.1111111111111111,False,yor_Latn,1.000009536743164,Yoruba,False,train
Ó yẹ kí n gbọ́: Koba ft Lil Kesh LINK,Yoruba,0,Not Hate,4206,Ó yẹ kí n gbọ́: Koba ft Lil Kesh,32,9,0.0,0.0,False,yor_Latn,0.9999994039535522,Yoruba,False,train
O yoo ni isoro pẹlu rẹ jẹ gay gangan ni awọn ara rẹ isoro sigh .. o homophobic bitch yẹ ki o kọ bi o ṣe le mu omi ati ki o ronu nipa rẹ ibalopo :-x,Yoruba,2,Hate,4125,O yoo ni isoro pẹlu rẹ jẹ gay gangan ni awọn ara rẹ isoro sigh .. o homophobic bitch yẹ ki o kọ bi o ṣe le mu omi ati ki o ronu nipa rẹ ibalopo :-x,147,37,0.0,0.0,False,yor_Latn,1.0000096559524536,Yoruba,False,train
"àwọn kan lára àwọn ará àríwá tó kẹ́kọ̀ọ́ dáadáa ṣì ò mọ ohun tó ń mú kí àwọn èèyàn yín hùwà bí ẹranko, ẹ̀yin ò mọ ohun tó ń fa ìṣòro yín, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́.",Yoruba,2,Hate,366,"àwọn kan lára àwọn ará àríwá tó kẹ́kọ̀ọ́ dáadáa ṣì ò mọ ohun tó ń mú kí àwọn èèyàn yín hùwà bí ẹranko, ẹ̀yin ò mọ ohun tó ń fa ìṣòro yín, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́.",473,120,0.0,0.788135593220339,True,yor_Latn,1.0000098943710327,Yoruba,False,train
"Ta ni mo jẹ, Kooh Ice Prince kike nufi?",Yoruba,0,Not Hate,2599,"Ta ni mo jẹ, Kooh Ice Prince kike nufi?",39,9,0.0,0.0,False,hau_Latn,0.601192831993103,Hausa,True,train
"Àwọn ará gúúsù nìkan ló ń ṣe ìwádìí nípa ìṣèlú, àwọn ará àríwá nìkan ló ń ṣe ìpinnu láti wà lábẹ́ agbára.",Yoruba,2,Hate,4407,"Àwọn ará gúúsù nìkan ló ń ṣe ìwádìí nípa ìṣèlú, àwọn ará àríwá nìkan ló ń ṣe ìpinnu láti wà lábẹ́ agbára.",105,22,0.0,0.2,False,yor_Latn,1.0000100135803225,Yoruba,False,train
: ÀWỌN Òfin Àdánà-Ọkùnrin: Ìjọba Kánádà Fòpin Àbẹwò Ààrẹ Jonathan,Yoruba,0,Not Hate,2287,ÀWỌN Òfin Àdánà-Ọkùnrin: Ìjọba Kánádà Fòpin Àbẹwò Ààrẹ Jonathan,63,9,0.0,0.0,False,yor_Latn,1.0000076293945312,Yoruba,False,train
"Ohun tí wọ́n ń ṣe yìí ni, ohun tí wọ́n ti ń ṣe látọjọ́ pípẹ́ yìí.",Yoruba,1,Neutral,4623,"Ohun tí wọ́n ń ṣe yìí ni, ohun tí wọ́n ti ń ṣe látọjọ́ pípẹ́ yìí.",65,16,0.0,0.0,False,yor_Latn,1.0000100135803225,Yoruba,False,train
àwọn ará àríwá yìí/àwọn ọkùnrin Fulani yìí jẹ́ àwọn ẹranko ẹhànnà títí kan Buhari fúnra rẹ̀. ó ṣe kedere látinú ìdáhùn wọn sí àwọn ìbéèrè pé wọ́n wà lẹ́yìn àwọn ìpànìyàn náà ní àṣírí,Yoruba,2,Hate,1106,àwọn ará àríwá yìí/àwọn ọkùnrin Fulani yìí jẹ́ àwọn ẹranko ẹhànnà títí kan Buhari fúnra rẹ̀. ó ṣe kedere látinú ìdáhùn wọn sí àwọn ìbéèrè pé wọ́n wà lẹ́yìn àwọn ìpànìyàn náà ní àṣírí,182,34,0.0,0.0,False,yor_Latn,1.0000100135803225,Yoruba,False,train
Àwọn òǹràn Ìlú England tó ti mutí yó yóò di ẹni tí wọ́n ti fi ọtí mu nínú àwọn ọkọ̀ ojú omi tí wọ́n ti mu nígbà ayé Soviet nígbà World Cup 2018: Àwọn òǹràn Ìlú England tí wọ́n ti fi ...,Yoruba,0,Not Hate,934,Àwọn òǹràn Ìlú England tó ti mutí yó yóò di ẹni tí wọ́n ti fi ọtí mu nínú àwọn ọkọ̀ ojú omi tí wọ́n ti mu nígbà ayé Soviet nígbà World Cup 2018: Àwọn òǹràn Ìlú England tí wọ́n ti fi ...,185,42,0.0,0.225,False,yor_Latn,1.0000100135803225,Yoruba,False,train
Àwọn olùṣọ́ àgùntàn yìí máa ń rí orí kókókókó,Yoruba,1,Neutral,3592,Àwọn olùṣọ́ àgùntàn yìí máa ń rí orí kókókókó,45,9,0.0,0.0,False,yor_Latn,1.0000100135803225,Yoruba,False,train
Àwọn àwòrán: Ìpínlẹ̀ Ísálì ń yí àwọn ọmọ ogun rẹ̀ padà sí àwọn ZOMBIES tí kò bẹ̀rù ikú: Ìpínlẹ̀ Ísálì ń... LINK,Yoruba,2,Hate,865,Àwọn àwòrán: Ìpínlẹ̀ Ísálì ń yí àwọn ọmọ ogun rẹ̀ padà sí àwọn ZOMBIES tí kò bẹ̀rù ikú: Ìpínlẹ̀ Ísálì ń...,106,21,0.0,0.0,False,yor_Latn,1.0000100135803225,Yoruba,False,train
"Lol: Àì, bọ́ọ̀sì ọjọ́"": Ṣé ọjọ́ ìbéèrè òmùgọ̀ ni lónìí????????: ọmọdé, ṣé ìwọ ni obìnrin ẹlẹ́yà ara ẹni?""""""",Yoruba,2,Hate,3633,"Lol: Àì, bọ́ọ̀sì ọjọ́"": Ṣé ọjọ́ ìbéèrè òmùgọ̀ ni lónìí????????: ọmọdé, ṣé ìwọ ni obìnrin ẹlẹ́yà ara ẹni?""""""",107,18,0.0,0.0,False,yor_Latn,1.0000096559524536,Yoruba,False,train
"Ìfẹ́ dùn, ṣùgbọ́n àwọn obìnrin Nàìjíríà jẹ́ ẹni burúkú",Yoruba,2,Hate,4172,"Ìfẹ́ dùn, ṣùgbọ́n àwọn obìnrin Nàìjíríà jẹ́ ẹni burúkú",54,9,0.0,0.0,False,yor_Latn,1.0000083446502686,Yoruba,False,train
"Nígbà tí màmá rẹ bá gbà pé o jẹ́ òmùgọ̀, á dà bí Jennifer tó ń mú Sharwama àti àjàrà bò ó sì ń padà wá.",Yoruba,2,Hate,2784,"Nígbà tí màmá rẹ bá gbà pé o jẹ́ òmùgọ̀, á dà bí Jennifer tó ń mú Sharwama àti àjàrà bò ó sì ń padà wá.",103,26,0.0,0.0,False,yor_Latn,1.0000088214874268,Yoruba,False,train
Àwọn ará Roma ò mọ nǹkan kan.,Yoruba,0,Not Hate,1341,Àwọn ará Roma ò mọ nǹkan kan.,29,7,0.0,0.0,False,yor_Latn,1.0000098943710327,Yoruba,False,train
"""Àwọn ọkùnrin aláfẹ̀ẹ́ ara ẹni tí wọ́n ń rán owó sí i lẹ́yìn tó sọ fún wọn pé òun kì í ṣe aláfẹ̀ẹ́ ara ẹni"" jọ pé ó ń gbìyànjú láti rí owó tí kò tó nǹkan fún àwọn ọkùnrin aláfẹ̀ẹ́ ara ẹni.",Yoruba,2,Hate,419,"Àwọn ọkùnrin aláfẹ̀ẹ́ ara ẹni tí wọ́n ń rán owó sí i lẹ́yìn tó sọ fún wọn pé òun kì í ṣe aláfẹ̀ẹ́ ara ẹni"" jọ pé ó ń gbìyànjú láti rí owó tí kò tó nǹkan fún àwọn ọkùnrin aláfẹ̀ẹ́ ara ẹni.",187,43,0.0,0.048780487804878,False,yor_Latn,1.0000100135803225,Yoruba,False,train
Yarbudurwa ya kike,Yoruba,0,Not Hate,1803,Yarbudurwa ya kike,18,3,0.0,0.0,False,hau_Latn,0.8207807540893555,Hausa,True,train
Gbogbo àwọn ọmọbìnrin Hausa tí ẹ̀yà wọn kéré àti ẹ̀yà ara wọn tó tóbi...,Yoruba,2,Hate,2107,Gbogbo àwọn ọmọbìnrin Hausa tí ẹ̀yà wọn kéré àti ẹ̀yà ara wọn tó tóbi...,72,14,0.0,0.0,False,yor_Latn,1.0000100135803225,Yoruba,False,train
Èyí ṣì ń fi àwọn ọkùnrin sípò àwọn obìnrin.,Yoruba,0,Not Hate,60,Èyí ṣì ń fi àwọn ọkùnrin sípò àwọn obìnrin.,43,9,0.0,0.0,False,yor_Latn,1.0000100135803225,Yoruba,False,train
"Àwọn ọmọ ìlú Lagos ni àwọn ọ̀daràn, àwọn Staphylococcuserus nìkan ni kòkòrò tó ń tà àwọn oògùn aṣẹ́wó sí àwọn aláìmọ̀.",Yoruba,1,Neutral,1891,"Àwọn ọmọ ìlú Lagos ni àwọn ọ̀daràn, àwọn Staphylococcuserus nìkan ni kòkòrò tó ń tà àwọn oògùn aṣẹ́wó sí àwọn aláìmọ̀.",118,21,0.0,0.0,False,yor_Latn,1.0000098943710327,Yoruba,False,train
"♥♥♥"": Mo nífẹ̀ẹ́ ọmọ mi ...ó ń bá mi ṣòfò... """,Yoruba,2,Hate,1678,"♥♥♥"": Mo nífẹ̀ẹ́ ọmọ mi ...ó ń bá mi ṣòfò... """,46,11,0.0,0.0,False,yor_Latn,0.9999552965164183,Yoruba,False,train
"Mo búra pé tí orí rẹ̀ bá ti tọ́, ọmọbìnrin tí kò ní nǹkan kan...",Yoruba,1,Neutral,4405,"Mo búra pé tí orí rẹ̀ bá ti tọ́, ọmọbìnrin tí kò ní nǹkan kan...",64,15,0.0,0.0,False,yor_Latn,1.0000100135803225,Yoruba,False,train
Alágàbàgebè,Yoruba,1,Neutral,4416,Alágàbàgebè,11,1,0.0,0.0,False,yor_Latn,0.4520109295845032,Yoruba,False,train
"àwọn ará àríwá ń fi ẹ̀gbin ṣàn bí wọ́n ti ń ṣe, ìparí ìṣekúṣe tí kò dára yìí ti dé.",Yoruba,2,Hate,1176,"àwọn ará àríwá ń fi ẹ̀gbin ṣàn bí wọ́n ti ń ṣe, ìparí ìṣekúṣe tí kò dára yìí ti dé.",83,20,0.0,0.0,False,yor_Latn,1.0000100135803225,Yoruba,False,train
